"Timestamp","Bu formu hangi dilde doldurmak istersiniz?
2025-11-03 20:23:04.723,"Türkçe -Turkish","Petrol ve Doğal Gaz Mühendisliği","Hayır","3. sınıf","24 ve üzeri","Erkek","0–2.0","Hayır",1,1,3,"Ara sıra","Nadiren aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,2,"Evet",NA,NA,NA,NA,"Türkiye’de – yerel firma","70.000–99.999","Hibrit",4,3,4,1,5,5,5,3,5,5,"5 (En az önemli)","4.0","3.0","2.0","1 (En önemli)"
2025-11-03 20:27:00.004,"Türkçe -Turkish","Tarih","Hayır","3. sınıf","24 ve üzeri","Erkek","3.01–3.5","Hayır",2,1,1,"Nadiren","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Türkiye’de – yerel firma","<30.000","Ofiste",4,2,1,4,4,3,2,3,4,3,"4.0","2.0","5 (En az önemli)","1 (En önemli)","3.0"
2025-11-03 20:27:21.925,"Türkçe -Turkish","İstatistik","Hayır","3. sınıf","18–20","Kadın","3.01–3.5","Hayır",2,2,3,"Nadiren","Çok aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Burs / finansal destek olanakları",NA,NA,"Yurtdışında","50.000–69.999","Hibrit",4,5,1,4,3,5,4,3,4,4,"1 (En önemli)","2.0","5 (En az önemli)","3.0","4.0"
2025-11-03 20:27:32.882,"Türkçe -Turkish","Bilgisayar Mühendisliği","Hayır","1. sınıf","18–20","Erkek","3.01–3.5","Hayır",1,4,3,"Sık sık","Ara sıra aktifim","Askerliğimi yapmak",NA,NA,NA,NA,NA,NA,NA,NA,4,"Mezuniyetin hemen ardından","Türkiye’de – yerel firma","<30.000","Hibrit",5,5,1,5,2,3,3,2,5,5,"3.0","2.0","5 (En az önemli)","1 (En önemli)","4.0"
2025-11-03 20:40:18.752,"Türkçe -Turkish","Bilgisayar Mühendisliği","Hayır","3. sınıf","21–23","Kadın","3.01–3.5","Hayır",4,4,4,"Ara sıra","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","İş olanakları",NA,NA,"Yurtdışında","100.000+","Hibrit",5,2,3,4,4,5,5,2,5,5,"3.0","2.0","4.0","1 (En önemli)","5 (En az önemli)"
2025-11-03 20:40:23.383,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","3. sınıf","21–23","Erkek","2.01–2.5","Hayır",4,4,5,"Ara sıra","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Muhtemelen evet",NA,NA,NA,NA,"Yurtdışında","70.000–99.999","Ofiste",5,2,2,1,2,5,4,4,4,2,"4.0","5 (En az önemli)","3.0","2.0","1 (En önemli)"
2025-11-03 20:48:44.289,"Türkçe -Turkish","İstatistik","Hayır","2. sınıf","21–23","Kadın","2.51–3.0","Hayır",2,2,2,"Sık sık","Çok aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Yurtdışında","50.000–69.999","Hibrit",5,4,1,2,5,5,5,4,2,5,"2.0","1 (En önemli)","5 (En az önemli)","3.0","4.0"
2025-11-03 20:53:26.709,"Türkçe -Turkish","Uluslararası İlişkiler","Hayır","3. sınıf","21–23","Kadın","3.01–3.5","Hayır",3,2,4,"Sık sık","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Yurtdışında","70.000–99.999","Hibrit",3,3,2,2,3,5,2,4,2,2,"3.0","4.0","2.0","5 (En az önemli)","1 (En önemli)"
2025-11-03 21:24:59.873,"Türkçe -Turkish","Makina Mühendisliği","Hayır","3. sınıf","21–23","Erkek","3.01–3.5","Hayır",3,3,5,"Ara sıra","Sık aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Yurtdışında","70.000–99.999","Ofiste",3,2,1,2,1,4,5,5,1,3,"1 (En önemli)","2.0","3.0","5 (En az önemli)","4.0"
2025-11-03 21:36:15.241,"Türkçe -Turkish","Makina Mühendisliği","Hayır","3. sınıf","21–23","Erkek","3.51–4.0","Hayır",3,3,4,"Nadiren","Nadiren aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Bilmiyorum","70.000–99.999","Ofiste",4,4,5,1,2,5,5,5,5,2,"1 (En önemli)","5 (En az önemli)","3.0","2.0","4.0"
2025-11-03 22:01:02.492,"Türkçe -Turkish","Biyoloji","Hayır","2. sınıf","18–20","Kadın","3.01–3.5","Hayır",3,4,5,"Ara sıra","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","İş olanakları",NA,NA,"Türkiye’de – uluslararası firma","70.000–99.999","Ofiste",4,3,3,2,4,5,3,3,4,2,"2.0","1 (En önemli)","3.0","4.0","5 (En az önemli)"
2025-11-03 22:18:52.077,"Türkçe -Turkish","Matematik Eğitimi","Evet, yandal yapıyorum","4. sınıf","24 ve üzeri","Kadın","3.51–4.0","Evet, yarı zamanlı",4,3,5,"Sık sık","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","İş olanakları",NA,NA,"Yurtdışında","70.000–99.999","Hibrit",4,1,2,3,4,5,4,3,3,1,"5 (En az önemli)","4.0","2.0","3.0","1 (En önemli)"
2025-11-03 22:25:27.419,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","1. sınıf","18 yaş altı","Erkek","3.51–4.0","Hayır",4,4,5,"Ara sıra","Nadiren aktifim","Kendi işimi kurmak",NA,NA,"Yatırımcılar veya girişim sermayesiyle","Üretim / Mühendislik",NA,NA,NA,NA,NA,NA,"Kendi işimde","70.000–99.999","Hibrit",5,3,2,2,4,4,5,4,3,3,"2.0","1 (En önemli)","3.0","4.0","5 (En az önemli)"
2025-11-03 22:37:14.699,"Türkçe -Turkish","Fizik","Hayır","3. sınıf","21–23","Erkek","2.51–3.0","Hayır",2,4,3,"Nadiren","Hiç aktif değilim","Planım yok",NA,NA,NA,NA,NA,NA,NA,NA,1,"Henüz emin değilim","Yurtdışında","Belirtmek istemiyorum","Hibrit",2,3,2,3,4,5,5,4,4,3,"1 (En önemli)","4.0","5 (En az önemli)","3.0","2.0"
2025-11-03 22:40:01.026,"Türkçe -Turkish","İngilizce Öğretmenliği","Hayır","Hazırlık","18 yaş altı","Kadın","3.51–4.0","Evet, yarı zamanlı",5,5,5,"Ara sıra","Sık aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Muhtemelen evet",NA,NA,NA,NA,"Yurtdışında","30.000–49.999","Hibrit",4,3,3,3,5,5,5,3,3,4,"1 (En önemli)","2.0","5 (En az önemli)","3.0","4.0"
2025-11-03 22:46:05.419,"Türkçe -Turkish","Psikoloji","Evet, çift anadal yapıyorum","2. sınıf","18–20","Erkek","3.01–3.5","Evet, yarı zamanlı",3,3,5,"Sık sık","Çok aktifim","Ara yıl (gap year) vermek",5,"Seyahat / kültürel değişim",NA,NA,NA,NA,NA,NA,NA,NA,"Yurtdışında","70.000–99.999","Ofiste",5,4,4,5,4,4,4,5,5,4,"1 (En önemli)","2.0","3.0","4.0","5 (En az önemli)"
2025-11-03 22:58:49.243,"Türkçe -Turkish","Fizik","Hayır","2. sınıf","21–23","Erkek","2.01–2.5","Hayır",2,2,3,"Hiçbir zaman","Hiç aktif değilim","Tam zamanlı işe başlamak",NA,NA,NA,NA,1,"Muhtemelen evet",NA,NA,NA,NA,"Türkiye’de – yerel firma","50.000–69.999","Tamamen uzaktan",2,2,1,3,5,3,5,5,5,4,"4.0","2.0","3.0","5 (En az önemli)","1 (En önemli)"
2025-11-03 23:05:03.075,"Türkçe -Turkish","Jeoloji Mühendisliği","Hayır","1. sınıf","21–23","Kadın","0–2.0","Hayır",2,3,4,"Nadiren","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Muhtemelen hayır",NA,NA,NA,NA,"Türkiye’de – yerel firma","70.000–99.999","Ofiste",5,2,5,2,2,4,3,2,4,3,"1 (En önemli)","2.0","4.0","3.0","5 (En az önemli)"
2025-11-04 09:37:45.383,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","3. sınıf","21–23","Kadın","3.51–4.0","Hayır",3,3,5,"Ara sıra","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","İş olanakları",NA,NA,"Kendi işimde","70.000–99.999","Hibrit",2,4,4,2,5,5,3,4,1,1,"5 (En az önemli)","1 (En önemli)","2.0","3.0","4.0"
2025-11-04 09:47:13.74,"Türkçe -Turkish","Kimya Eğitimi","Hayır","3. sınıf","21–23","Kadın","2.01–2.5","Hayır",3,2,3,"Nadiren","Hiç aktif değilim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","Konum (ülke / şehir)",NA,NA,"Bilmiyorum","50.000–69.999","Hibrit",3,4,1,3,4,5,5,5,4,3,"1 (En önemli)","2.0","3.0","5 (En az önemli)","4.0"
2025-11-04 09:53:55.595,"Türkçe -Turkish","Uluslararası İlişkiler","Hayır","4. sınıf","21–23","Kadın","2.51–3.0","Hayır",1,2,4,"Çok sık","Çok aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Muhtemelen hayır",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","30.000–49.999","Hibrit",3,4,1,1,5,3,2,5,2,2,"3.0","4.0","2.0","5 (En az önemli)","1 (En önemli)"
2025-11-04 09:57:57.428,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","Hazırlık","18–20","Erkek","3.01–3.5","Hayır",2,3,4,"Sık sık","Sık aktifim","Kendi işimi kurmak",NA,NA,"Yatırımcılar veya girişim sermayesiyle","Teknoloji / Yazılım",NA,NA,NA,NA,NA,NA,"Kendi işimde","Belirtmek istemiyorum","Hibrit",4,3,2,2,4,5,4,3,2,2,"3.0","4.0","2.0","5 (En az önemli)","1 (En önemli)"
2025-11-04 10:16:05.156,"Türkçe -Turkish","İnşaat Mühendisliği","Hayır","3. sınıf","21–23","Kadın","2.01–2.5","Hayır",3,2,4,"Nadiren","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Yurtdışında","70.000–99.999","Ofiste",2,1,4,1,3,5,4,4,4,4,"2.0","3.0","4.0","1 (En önemli)","5 (En az önemli)"
2025-11-04 10:46:04.316,"Türkçe -Turkish","Çevre Mühendisliği","Hayır","2. sınıf","18–20","Kadın","2.01–2.5","Hayır",3,2,4,"Ara sıra","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,3,"Muhtemelen evet",NA,NA,NA,NA,"Yurtdışında","70.000–99.999","Hibrit",3,3,2,1,3,5,4,4,2,2,"3.0","5 (En az önemli)","2.0","4.0","1 (En önemli)"
2025-11-04 11:00:36.483,"Türkçe -Turkish","Makina Mühendisliği","Hayır","3. sınıf","21–23","Erkek","2.01–2.5","Hayır",4,4,3,"Hiçbir zaman","Nadiren aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Türkiye’de – yerel firma","70.000–99.999","Ofiste",4,2,4,2,5,5,4,3,3,4,"3.0","4.0","5 (En az önemli)","2.0","1 (En önemli)"
2025-11-04 11:01:16.316,"Türkçe -Turkish","Kimya","Hayır","3. sınıf","21–23","Kadın","3.01–3.5","Hayır",4,4,3,"Nadiren","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Yurtdışında","50.000–69.999","Ofiste",3,3,2,2,2,5,4,4,3,2,"5 (En az önemli)","3.0","4.0","2.0","1 (En önemli)"
2025-11-04 11:56:57.711,"Türkçe -Turkish","Uluslararası İlişkiler","Hayır","4. sınıf","21–23","Erkek","2.51–3.0","Hayır",3,4,3,"Ara sıra","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,3,"Muhtemelen hayır",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","30.000–49.999","Hibrit",3,3,3,4,5,4,4,3,4,2,"1 (En önemli)","3.0","4.0","5 (En az önemli)","2.0"
2025-11-04 12:04:14.582,"Türkçe -Turkish","İngilizce Öğretmenliği","Hayır","3. sınıf","21–23","Erkek","2.01–2.5","Hayır",1,1,5,"Nadiren","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Yurtdışında","100.000+","Tamamen uzaktan",5,1,3,5,5,5,5,5,1,4,"3.0","5 (En az önemli)","1 (En önemli)","4.0","2.0"
2025-11-04 12:15:58.34,"Türkçe -Turkish","Havacılık ve Uzay Mühendisliği","Hayır","3. sınıf","21–23","Erkek","2.01–2.5","Hayır",3,2,4,"Nadiren","Nadiren aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Muhtemelen evet",NA,NA,NA,NA,"Türkiye’de – yerel firma","70.000–99.999","Hibrit",4,2,1,1,4,3,4,2,2,3,"1 (En önemli)","2.0","5 (En az önemli)","4.0","3.0"
2025-11-04 12:16:57.5,"Türkçe -Turkish","Matematik","Hayır","3. sınıf","21–23","Kadın","2.51–3.0","Hayır",2,2,2,"Hiçbir zaman","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","Üniversitenin itibarı",NA,NA,"Yurtdışında","30.000–49.999","Hibrit",3,2,2,4,3,5,4,4,4,4,"5 (En az önemli)","4.0","2.0","3.0","1 (En önemli)"
2025-11-04 12:17:42.126,"Türkçe -Turkish","Havacılık ve Uzay Mühendisliği","Hayır","3. sınıf","21–23","Erkek","3.01–3.5","Hayır",1,2,4,"Hiçbir zaman","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Yurtdışında","70.000–99.999","Hibrit",3,3,2,4,3,5,3,5,1,2,"4.0","3.0","2.0","1 (En önemli)","5 (En az önemli)"
2025-11-04 12:18:30.783,"Türkçe -Turkish","Matematik","Evet, çift anadal yapıyorum","2. sınıf","18–20","Erkek","3.51–4.0","Hayır",3,4,5,"Ara sıra","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Yurtdışında","30.000–49.999","Hibrit",3,3,2,2,5,5,5,5,4,3,"1 (En önemli)","3.0","5 (En az önemli)","4.0","2.0"
2025-11-04 12:19:19.856,"Türkçe -Turkish","Matematik","Hayır","2. sınıf","21–23","Erkek","2.01–2.5","Hayır",1,2,3,"Nadiren","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Yurtdışında","70.000–99.999","Ofiste",5,2,3,1,3,5,4,3,4,2,"1 (En önemli)","3.0","4.0","2.0","5 (En az önemli)"
2025-11-04 12:21:09.461,"Türkçe -Turkish","İstatistik","Hayır","1. sınıf","18–20","Kadın","3.51–4.0","Hayır",4,4,5,"Ara sıra","Sık aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Muhtemelen evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","Belirtmek istemiyorum","Tamamen uzaktan",5,3,1,2,5,5,4,4,1,3,"3.0","4.0","2.0","5 (En az önemli)","1 (En önemli)"
2025-11-04 12:27:29.466,"Türkçe -Turkish","Yabancı Diller Eğitimi","Hayır","Mezun, ilgili alanda yüksek lisans","21–23","Erkek","3.01–3.5","Hayır",2,3,1,"Nadiren","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","Üniversitenin itibarı",NA,NA,"Kendi işimde","30.000–49.999","Ofiste",4,3,1,3,4,2,5,5,3,5,"2.0","5 (En az önemli)","4.0","1 (En önemli)","3.0"
2025-11-04 12:40:37.155,"Türkçe -Turkish","İngilizce Öğretmenliği","Hayır","3. sınıf","21–23","Kadın","3.51–4.0","Evet, yarı zamanlı",4,3,5,"Nadiren","Hiç aktif değilim","Kendi işimi kurmak",NA,NA,"Kişisel birikimlerimle","Eğitim / Öğretim",NA,NA,NA,NA,NA,NA,"Kendi işimde","70.000–99.999","Hibrit",4,1,3,1,4,4,4,3,2,2,"3.0","4.0","1 (En önemli)","2.0","5 (En az önemli)"
2025-11-04 12:47:19.872,"Türkçe -Turkish","İstatistik","Hayır","4. sınıf","21–23","Erkek","2.01–2.5","Evet, yarı zamanlı",1,1,3,"Hiçbir zaman","Nadiren aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Bilmiyorum","50.000–69.999","Hibrit",3,4,1,2,4,4,3,3,4,2,"5 (En az önemli)","4.0","2.0","1 (En önemli)","3.0"
2025-11-04 12:53:14.574,"Türkçe -Turkish","Havacılık ve Uzay Mühendisliği","Hayır","3. sınıf","21–23","Erkek","3.51–4.0","Hayır",2,2,4,"Ara sıra","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","Üniversitenin itibarı",NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Ofiste",2,5,1,2,4,5,3,5,5,3,"4.0","3.0","2.0","5 (En az önemli)","1 (En önemli)"
2025-11-04 12:57:32.912,"Türkçe -Turkish","Siyaset Bilimi ve Kamu Yönetimi","Hayır","3. sınıf","21–23","Erkek","3.01–3.5","Hayır",5,2,5,"Nadiren","Hiç aktif değilim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","Üniversitenin itibarı",NA,NA,"Türkiye’de – uluslararası firma","30.000–49.999","Hibrit",4,5,2,2,1,5,4,4,5,3,"3.0","4.0","2.0","1 (En önemli)","5 (En az önemli)"
2025-11-04 13:00:52.148,"Türkçe -Turkish","İstatistik","Hayır","3. sınıf","21–23","Erkek","2.01–2.5","Hayır",3,4,5,"Ara sıra","Nadiren aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Muhtemelen evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Hibrit",4,2,4,3,5,5,3,2,3,3,"2.0","3.0","5 (En az önemli)","4.0","1 (En önemli)"
2025-11-04 13:36:28.141,"Türkçe -Turkish","Makina Mühendisliği","Hayır","1. sınıf","18–20","Erkek","0–2.0","Hayır",2,4,1,"Nadiren","Hiç aktif değilim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","Üniversitenin itibarı",NA,NA,"Yurtdışında","70.000–99.999","Hibrit",4,4,2,1,3,5,5,4,4,4,"5 (En az önemli)","4.0","1 (En önemli)","3.0","2.0"
2025-11-04 14:41:34.058,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","2. sınıf","18–20","Erkek","2.01–2.5","Hayır",1,4,1,"Hiçbir zaman","Hiç aktif değilim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Emin değilim",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","30.000–49.999","Hibrit",2,2,2,4,2,5,3,3,3,2,"3.0","5 (En az önemli)","4.0","2.0","1 (En önemli)"
2025-11-04 14:47:08.88,"Türkçe -Turkish","İktisat","Hayır","3. sınıf","21–23","Kadın","3.51–4.0","Hayır",3,4,5,"Ara sıra","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Muhtemelen evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Ofiste",5,3,2,1,1,5,2,1,4,4,"4.0","1 (En önemli)","2.0","3.0","5 (En az önemli)"
2025-11-04 14:48:11.231,"Türkçe -Turkish","Kimya Mühendisliği","Evet, çift anadal yapıyorum","3. sınıf","21–23","Kadın","3.01–3.5","Hayır",4,3,5,"Nadiren","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Bilmiyorum","70.000–99.999","Hibrit",3,4,3,1,5,4,4,2,2,3,"1 (En önemli)","2.0","5 (En az önemli)","4.0","3.0"
2025-11-04 15:07:43.882,"Türkçe -Turkish","Makina Mühendisliği","Hayır","3. sınıf","21–23","Kadın","2.01–2.5","Hayır",1,1,3,"Nadiren","Hiç aktif değilim","Tam zamanlı işe başlamak",NA,NA,NA,NA,2,"Evet",NA,NA,NA,NA,"Yurtdışında","50.000–69.999","Hibrit",3,5,1,2,5,5,5,4,2,2,"1 (En önemli)","2.0","4.0","3.0","5 (En az önemli)"
2025-11-04 15:11:27.434,"Türkçe -Turkish","İstatistik","Hayır","4. sınıf","24 ve üzeri","Kadın","2.51–3.0","Hayır",3,4,4,"Ara sıra","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Hibrit",3,3,3,1,5,5,4,4,5,3,"4.0","5 (En az önemli)","1 (En önemli)","3.0","2.0"
2025-11-04 15:14:11.243,"Türkçe -Turkish","Makina Mühendisliği","Hayır","3. sınıf","21–23","Erkek","0–2.0","Hayır",4,3,4,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","Üniversitenin itibarı",NA,NA,"Yurtdışında","50.000–69.999","Hibrit",2,5,1,1,4,5,4,5,3,1,"2.0","3.0","1 (En önemli)","5 (En az önemli)","4.0"
2025-11-04 15:26:27.189,"Türkçe -Turkish","İstatistik","Hayır","3. sınıf","24 ve üzeri","Erkek","2.01–2.5","Evet, yarı zamanlı",3,3,4,"Nadiren","Ara sıra aktifim","Kendi işimi kurmak",NA,NA,"Yatırımcılar veya girişim sermayesiyle","Teknoloji / Yazılım",NA,NA,NA,NA,NA,NA,"Kendi işimde","50.000–69.999","Tamamen uzaktan",1,3,1,2,5,5,4,5,2,1,"2.0","3.0","5 (En az önemli)","4.0","1 (En önemli)"
2025-11-04 15:44:43.156,"Türkçe -Turkish","Uluslararası İlişkiler","Evet, yandal yapıyorum","4. sınıf","21–23","Kadın","3.01–3.5","Hayır",3,1,3,"Nadiren","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Burs / finansal destek olanakları",NA,NA,"Türkiye’de – yerel firma","30.000–49.999","Hibrit",5,2,1,1,4,2,5,3,1,3,"3.0","1 (En önemli)","2.0","4.0","5 (En az önemli)"
2025-11-04 15:50:00.089,"Türkçe -Turkish","Kimya Mühendisliği","Hayır","2. sınıf","21–23","Erkek","2.01–2.5","Hayır",4,2,5,"Sık sık","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Konum (ülke / şehir)",NA,NA,"Türkiye’de – uluslararası firma","70.000–99.999","Ofiste",5,5,1,2,1,5,5,3,5,5,"3.0","1 (En önemli)","5 (En az önemli)","2.0","4.0"
2025-11-04 15:54:47.128,"Türkçe -Turkish","Gıda Mühendisliği","Hayır","4. sınıf","21–23","Kadın","2.01–2.5","Hayır",4,5,5,"Çok sık","Çok aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Yurtdışında","50.000–69.999","Hibrit",2,2,1,3,4,5,2,4,4,4,"1 (En önemli)","2.0","4.0","3.0","5 (En az önemli)"
2025-11-04 15:54:59.157,"Türkçe -Turkish","Petrol ve Doğal Gaz Mühendisliği","Hayır","2. sınıf","21–23","Erkek","2.51–3.0","Hayır",3,2,5,"Hiçbir zaman","Hiç aktif değilim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Yurtdışında","100.000+","Hibrit",4,2,4,1,3,5,4,3,3,2,"5 (En az önemli)","2.0","1 (En önemli)","3.0","4.0"
